title	alternate_titles	description	game_id	genres	moby_score	moby_url	num_votes	official_url	platforms	sample_screenshots	sample_cover.height	sample_cover.image	sample_cover.platforms	sample_cover.thumbnail_image	sample_cover.width
Q*bert	Working title: Cubert, Intellivision in-game title: Gottlieb's Q*bert, Game Boy title: Q*bert for Game Boy, Working title: Snots and Boogers	<p><em>Q*bert</em> is a popular arcade game. The goal is to change all of the tiles on a pyramid to the target color. To do this you guide Q*bert around the pyramid, and every tile he hops on will change color. On early levels, a single hop will change the tile to the desired color, but on later levels, you may need to hop on a tile multiple times or even avoid hopping on a tile multiple times! Trying to stop Q*bert are many different creatures wandering around the board, including Coily the snake, Slick and Sam, and falling balls. On the edge of the board are floating discs; if Q*bert jumps on one of these discs when the snake is in pursuit, the snake will fall off the board while Q*bert is safely transported to the top.</p>	8853	Basic Genres: Action, Basic Genres: Puzzle, Perspective: Diagonal-down, Visual Presentation: Fixed / flip-screen, Visual Presentation: Isometric, Gameplay: Platform, Interface/Control: Direct control, Setting: Fantasy	6.8	https://www.mobygames.com/game/8853/qbert/	121		DOS (1984), Game Boy (1992), NES (1989-02), Commodore 64 (1983-11), Atari 2600 (1983-07), ColecoVision (1983), Intellivision (1983-09), Atari 5200 (1983-10), Atari 8-bit (1983-09), VIC-20 (1983), TI-99/4A (1983-08), J2ME (2003-06-13), Mophun (2002), Odyssey 2 (1982), PlayStation 3 (2007-02-22), BlackBerry (2009-01-08), SG-1000 (1983), Arcade (1982), Dedicated handheld (1983)	[{'caption': 'Level 1 intro', 'height': 144, 'image': 'https://cdn.mobygames.com/screenshots/15751446-qbert-game-boy-level-1-intro.png', 'thumbnail_image': 'https://cdn.mobygames.com/e95a8f12-beda-11ed-9c42-02420a000140.webp', 'width': 160}, {'caption': 'Here comes the snake', 'height': 250, 'image': 'https://cdn.mobygames.com/screenshots/15830325-qbert-odyssey-2-here-comes-the-snake.png', 'thumbnail_image': 'https://cdn.mobygames.com/776136ea-bef3-11ed-9c42-02420a000140.webp', 'width': 336}, {'caption': 'Hop on each tile twice to change the color to green on this level', 'height': 240, 'image': 'https://cdn.mobygames.com/screenshots/2287987-qbert-atari-2600-hop-on-each-tile-twice-to-change-the-color-to-g.png', 'thumbnail_image': 'https://cdn.mobygames.com/40377898-ab7d-11ed-8ed2-02420a0001a0.webp', 'width': 320}, {'caption': 'Ugh and Wrong-Way jump on the side of the cubes instead of the top', 'height': 200, 'image': 'https://cdn.mobygames.com/screenshots/2288836-qbert-commodore-64-ugh-and-wrong-way-jump-on-the-side-of-the-cub.png', 'thumbnail_image': 'https://cdn.mobygames.com/4254600a-ab7d-11ed-8ed2-02420a0001a0.webp', 'width': 320}, {'caption': 'Introduction scene', 'height': 200, 'image': 'https://cdn.mobygames.com/screenshots/6501013-qbert-dos-introduction-scene.png', 'thumbnail_image': 'https://cdn.mobygames.com/f6bae566-abee-11ed-ad33-02420a00012d.webp', 'width': 320}]	800	https://cdn.mobygames.com/covers/108489-qbert-colecovision-front-cover.jpg	['ColecoVision']	https://cdn.mobygames.com/7597b5f6-ab6a-11ed-bc1c-02420a00019a.webp	579
Rampage	TRS-80 CoCo in-game title: Rampage!	<p>George, Lizzy and Ralph were just ordinary Americans, until an experiment went wrong, turning them into a Gorilla, Lizard and Werewolf respectively. Following this, the three of them plan to go round destroying buildings, and up to 3 human players can join in.</p> <p>Smashing at the edges of the buildings for long enough will make them collapse. The police and military are after you, and will shoot at you, so try to destroy them (failing that, you can avoid the bullets). You will need to eat regularly, with things like plants on offer, to avoid shrinking back to being human.</p>	124	Basic Genres: Action, Perspective: Side view, Visual Presentation: Fixed / flip-screen, Gameplay: Arcade, Gameplay: Fighting	6.5	https://www.mobygames.com/game/124/rampage/	141		DOS (1988-04), Lynx (1990), Amiga (1989-04), NES (1988-12), Atari ST (1987), SEGA Master System (1988), Commodore 64 (1987), Atari 2600 (1989-05), Apple II (1988-11), Atari 7800 (1989-11), Atari 8-bit (1987), ZX Spectrum (1987), Amstrad CPC (1988), TRS-80 CoCo (1989), Browser (2000-07), Arcade (1986), Antstream (2021-03-17)	[{'caption': 'Incoming helicopters!!', 'height': 384, 'image': 'https://cdn.mobygames.com/screenshots/2302525-rampage-apple-ii-incoming-helicopters.png', 'thumbnail_image': 'https://cdn.mobygames.com/696185ec-ab7d-11ed-9d05-02420a000198.webp', 'width': 560}, {'caption': 'Ralph on top of the store', 'height': 200, 'image': 'https://cdn.mobygames.com/screenshots/15752727-rampage-amstrad-cpc-ralph-on-top-of-the-store.png', 'thumbnail_image': 'https://cdn.mobygames.com/39fd8686-bedb-11ed-9c42-02420a000140.webp', 'width': 320}, {'caption': '... until they fall down', 'height': 240, 'image': 'https://cdn.mobygames.com/screenshots/2302639-rampage-nes-until-they-fall-down.png', 'thumbnail_image': 'https://cdn.mobygames.com/69ab5532-ab7d-11ed-9d80-02420a00019a.webp', 'width': 256}, {'caption': 'Ready for the next level', 'height': 192, 'image': 'https://cdn.mobygames.com/screenshots/15752589-rampage-zx-spectrum-ready-for-the-next-level.png', 'thumbnail_image': 'https://cdn.mobygames.com/30a76962-bedb-11ed-9c42-02420a000140.webp', 'width': 256}, {'caption': 'Set up your characters (EGA/Tandy)', 'height': 400, 'image': 'https://cdn.mobygames.com/screenshots/2304936-rampage-dos-set-up-your-characters-egatandy.png', 'thumbnail_image': 'https://cdn.mobygames.com/6fa86ed4-ab7d-11ed-aecf-02420a000198.webp', 'width': 640}]	800	https://cdn.mobygames.com/covers/2462925-rampage-zx-spectrum-front-cover.jpg	['ZX Spectrum']	https://cdn.mobygames.com/48a6b1f4-ab7f-11ed-81b6-02420a00019d.webp	614
RealSports Baseball	In-game title Atari 2600+5200: Baseball, Working 2600 title: Enhanced Baseball	<p><em>Baseball</em> is an action game which can be played by two players or one player against the computer. The game allows you to bunt the ball or try for a homerun, steal bases, and throw several types of pitches from a fast ball to a curve ball. Several game variations are included which allow you to select whether the home or visiting team is at bat first, and whether or not a player can swing only at pitches that are a strike, or they can swing at any pitch.</p>	9064	Basic Genres: Sports, Perspective: Diagonal-down, Visual Presentation: Fixed / flip-screen, Sports Themes: Baseball	5.7	https://www.mobygames.com/game/9064/realsports-baseball/	16		Windows (2010-12-22), Atari 2600 (1982-10), Atari 5200 (1982-10), Atari 7800 (1988), Xbox 360 (2010-12-22)	[{'caption': 'Title screen', 'height': 200, 'image': 'https://cdn.mobygames.com/screenshots/2320999-realsports-baseball-atari-7800-title-screen.png', 'thumbnail_image': 'https://cdn.mobygames.com/9d4d5a52-ab7d-11ed-be6f-02420a000197.webp', 'width': 320}, {'caption': 'Title screen', 'height': 240, 'image': 'https://cdn.mobygames.com/screenshots/2323198-realsports-baseball-atari-2600-title-screen.png', 'thumbnail_image': 'https://cdn.mobygames.com/a29b84c0-ab7d-11ed-8b6f-02420a00019c.webp', 'width': 320}, {'caption': 'Running to base...', 'height': 200, 'image': 'https://cdn.mobygames.com/screenshots/2321367-realsports-baseball-atari-7800-running-to-base.png', 'thumbnail_image': 'https://cdn.mobygames.com/9e2659f6-ab7d-11ed-be6f-02420a000197.webp', 'width': 320}, {'caption': 'Batting...', 'height': 200, 'image': 'https://cdn.mobygames.com/screenshots/2321253-realsports-baseball-atari-7800-batting.png', 'thumbnail_image': 'https://cdn.mobygames.com/9dde00de-ab7d-11ed-be6f-02420a000197.webp', 'width': 320}, {'caption': 'Atari logo', 'height': 200, 'image': 'https://cdn.mobygames.com/screenshots/2320857-realsports-baseball-atari-7800-atari-logo.png', 'thumbnail_image': 'https://cdn.mobygames.com/9cd93898-ab7d-11ed-be6f-02420a000197.webp', 'width': 320}]	800	https://cdn.mobygames.com/covers/4015575-realsports-baseball-atari-2600-front-cover.jpg	['Atari 2600']	https://cdn.mobygames.com/e1883ab4-aba2-11ed-be6f-02420a000197.webp	583
RealSports Football	Working 2600 title: Enhanced Football, Atari 5200 title: Football	<p><em>Football</em> is an action football game for two players or one player against the computer. The game is played from a top down point of view of the field which scrolls to follow the action. There is a variety of offensive and defensive plays that can be called, along with several skill levels for each player. Each game will last for one fifteen minute quarter, whichever team has the most points at the end wins!</p>	9701	Basic Genres: Sports, Perspective: Diagonal-down, Visual Presentation: 2D scrolling, Sports Themes: Football (American)	5.0	https://www.mobygames.com/game/9701/realsports-football/	11		Atari 2600 (1983-02), Atari 5200 (1982-12), Atari 8-bit (1984-02), Antstream (2022-07-19)	[{'caption': 'Atari logo and game title', 'height': 240, 'image': 'https://cdn.mobygames.com/screenshots/2322350-realsports-football-atari-5200-atari-logo-and-game-title.png', 'thumbnail_image': 'https://cdn.mobygames.com/a069e3e0-ab7d-11ed-be6f-02420a000197.webp', 'width': 336}, {'caption': 'Choose a play and formation to begin', 'height': 240, 'image': 'https://cdn.mobygames.com/screenshots/2322647-realsports-football-atari-5200-choose-a-play-and-formation-to-be.png', 'thumbnail_image': 'https://cdn.mobygames.com/a128c60c-ab7d-11ed-be6f-02420a000197.webp', 'width': 336}, {'caption': 'Select your formation and play', 'height': 240, 'image': 'https://cdn.mobygames.com/screenshots/2794851-realsports-football-atari-8-bit-select-your-formation-and-play.png', 'thumbnail_image': 'https://cdn.mobygames.com/3e6ba7b2-ab84-11ed-ba04-02420a00019f.webp', 'width': 336}, {'caption': 'Title screen', 'height': 200, 'image': 'https://cdn.mobygames.com/screenshots/2321832-realsports-football-atari-2600-title-screen.png', 'thumbnail_image': 'https://cdn.mobygames.com/9f3abddc-ab7d-11ed-be6f-02420a000197.webp', 'width': 320}, {'caption': 'A play in progress', 'height': 240, 'image': 'https://cdn.mobygames.com/screenshots/2322804-realsports-football-atari-5200-a-play-in-progress.png', 'thumbnail_image': 'https://cdn.mobygames.com/a19da184-ab7d-11ed-be6f-02420a000197.webp', 'width': 336}]	800	https://cdn.mobygames.com/covers/41353-realsports-football-atari-5200-front-cover.jpg	['Atari 5200']	https://cdn.mobygames.com/23af4056-ab65-11ed-9869-02420a00016b.webp	589
River Raid	Alternate title: Carol Shaw's River Raid	<p><em>River Raid</em> is a vertically scrolling action game. You fly a jet up a river in an attempt to destroy bridges that are vital to the enemy. The river is heavily guarded, however, with balloons, ships, choppers, and enemy aircraft trying to stop you. Along the way, you will need to fly over fuel stations to refuel your jet and keep flying.</p> <p>The plane is armed with a cannon with unlimited ammo. It can be used to destroy enemy vehicles and bridges, but a careless player can accidentally destroy a fuel station. Colliding with the riverbanks or with the enemy aircraft destroys your plane and makes you lose a life.</p>	6947	Basic Genres: Action, Perspective: Top-down, Visual Presentation: 2D scrolling, Gameplay: Arcade, Gameplay: Shooter, Interface/Control: Direct control, Vehicular Themes: Flight / aviation	7.7	https://www.mobygames.com/game/6947/river-raid/	124		Windows (2010-05-26), PC Booter (1985-06), Commodore 64 (1984), Atari 2600 (1982-12), ColecoVision (1984-02), Intellivision (1983-12), Atari 5200 (1983-11), Atari 8-bit (1983-10), ZX Spectrum (1984-10), MSX (1984), BREW (2003), Xbox 360 (2010-05-26)	"[{'caption': ""It's just to mention that I reached level 67 and things kept being the same... Zzzzzz"", 'height': 192, 'image': 'https://cdn.mobygames.com/screenshots/15822512-river-raid-zx-spectrum-its-just-to-mention-that-i-reached-level-.png', 'thumbnail_image': 'https://cdn.mobygames.com/2e81b186-bef1-11ed-9c42-02420a000140.webp', 'width': 256}, {'caption': 'Choosing type of controls.', 'height': 192, 'image': 'https://cdn.mobygames.com/screenshots/3035026-river-raid-zx-spectrum-choosing-type-of-controls.png', 'thumbnail_image': 'https://cdn.mobygames.com/21a7927c-ab88-11ed-a188-02420a00019a.webp', 'width': 256}, {'caption': 'My record.', 'height': 200, 'image': 'https://cdn.mobygames.com/screenshots/3085793-river-raid-commodore-64-my-record.png', 'thumbnail_image': 'https://cdn.mobygames.com/f7758a30-ab88-11ed-a5ec-02420a00019b.webp', 'width': 320}, {'caption': 'Blasting numerous helicopters', 'height': 200, 'image': 'https://cdn.mobygames.com/screenshots/321687-river-raid-pc-booter-blasting-numerous-helicopters.png', 'thumbnail_image': 'https://cdn.mobygames.com/2e93f050-ab6c-11ed-934f-02420a0001a0.webp', 'width': 320}, {'caption': 'The bridge at the end of a level', 'height': 200, 'image': 'https://cdn.mobygames.com/screenshots/2352981-river-raid-intellivision-the-bridge-at-the-end-of-a-level.png', 'thumbnail_image': 'https://cdn.mobygames.com/f7f83206-ab7d-11ed-8ed2-02420a0001a0.webp', 'width': 320}]"	800	https://cdn.mobygames.com/covers/4014037-river-raid-atari-2600-front-cover.jpg	['Atari 2600']	https://cdn.mobygames.com/d3bb90de-aba2-11ed-b951-02420a000197.webp	585
River Raid II		<p>You're the pilot of an F-14 assault jet, assigned to the dangerous mission of taking out an enemy bridge at the top of a heavily guarded river. In River Raid II, the gameplay is similar to the original River Raid, but with a few additions. For each mission you start out on an aircraft carrier. After a successful takeoff, you need to get past enemy forces located over the ocean which guard the entrance to the river. Make sure to collect plenty of fuel from the refueling jets, since once you reach the river fuel will become scarce! Next you will have to make your way up the treacherous river channel until you finally reach, and hopefully destroy, the bridge. But the level isn't over yet, for now  you have to return to the aircraft carrier and land safely. After completing all of this, you move on to the next, more challenging level. In addition to the expanded levels, another change in River Raid II is the ability to control the altitude of your plane. You can fly high above everything, or fly low into the channel to take out enemy tanks and barges.</p>	9074	Basic Genres: Action, Perspective: Top-down, Visual Presentation: 2D scrolling, Gameplay: Arcade, Gameplay: Shooter	7.0	https://www.mobygames.com/game/9074/river-raid-ii/	6		Windows (2010-06-09), Atari 2600 (1988-11), Xbox 360 (2010-06-09)	[{'caption': 'Ready for takeoff...', 'height': 200, 'image': 'https://cdn.mobygames.com/screenshots/2350877-river-raid-ii-atari-2600-ready-for-takeoff.png', 'thumbnail_image': 'https://cdn.mobygames.com/f2bf68a4-ab7d-11ed-98cd-02420a00019e.webp', 'width': 320}, {'caption': 'Title screen', 'height': 200, 'image': 'https://cdn.mobygames.com/screenshots/2350694-river-raid-ii-atari-2600-title-screen.png', 'thumbnail_image': 'https://cdn.mobygames.com/f2389e00-ab7d-11ed-98cd-02420a00019e.webp', 'width': 320}, {'caption': 'Heading in for a landing...', 'height': 200, 'image': 'https://cdn.mobygames.com/screenshots/2351555-river-raid-ii-atari-2600-heading-in-for-a-landing.png', 'thumbnail_image': 'https://cdn.mobygames.com/f453e6a4-ab7d-11ed-98cd-02420a00019e.webp', 'width': 320}, {'caption': 'Making your way up the river', 'height': 200, 'image': 'https://cdn.mobygames.com/screenshots/2351168-river-raid-ii-atari-2600-making-your-way-up-the-river.png', 'thumbnail_image': 'https://cdn.mobygames.com/f37326aa-ab7d-11ed-98cd-02420a00019e.webp', 'width': 320}, {'caption': 'The enemy bridge!', 'height': 200, 'image': 'https://cdn.mobygames.com/screenshots/2351358-river-raid-ii-atari-2600-the-enemy-bridge.png', 'thumbnail_image': 'https://cdn.mobygames.com/f3e1457c-ab7d-11ed-98cd-02420a00019e.webp', 'width': 320}]	800	https://cdn.mobygames.com/covers/4016420-river-raid-ii-atari-2600-front-cover.jpg	['Atari 2600']	https://cdn.mobygames.com/e9a2f298-aba2-11ed-96f9-02420a00019a.webp	584
Robot Tank		<p>There are numerous enemy tanks crossing the countryside, destroying everything in their path! Your job is to command a robot tank to stop them. Robot Tank is a first person perspective arcade style action game. There are twelve squadrons of tanks to destroy, each containing twelve tanks. Each time you destroy a complete squadron, you earn an extra reserve tank before moving on to the next, more difficult squadron. The game takes place twenty four hours a day; gameplay will alternate from early morning to mid afternoon to late at night. In addition to the constantly changing time of day, the weather can also change unexpectedly. Snow, rain, and fog will appear occasionally making it tougher to spot your targets. Luckily your tank is equipped with radar to help locate the enemy when visibility is poor. As your tank takes damage you will lose some capabilites, such as speed, the radar, or your canons. If your tank takes too much damage, it will be destroyed; the game ends when all of your reserve tanks are gone.</p>	9695	Basic Genres: Action, Perspective: 1st-person, Gameplay: Arcade, Gameplay: Shooter, Vehicular Themes: Tank, Setting: North America	7.6	https://www.mobygames.com/game/9695/robot-tank/	10		Atari 2600 (1983-06)	[{'caption': 'Firing on an enemy tank', 'height': 200, 'image': 'https://cdn.mobygames.com/screenshots/2364615-robot-tank-atari-2600-firing-on-an-enemy-tank.png', 'thumbnail_image': 'https://cdn.mobygames.com/19baa842-ab7e-11ed-87ec-02420a00019c.webp', 'width': 320}, {'caption': 'The rain may impede your progress', 'height': 200, 'image': 'https://cdn.mobygames.com/screenshots/2364226-robot-tank-atari-2600-the-rain-may-impede-your-progress.png', 'thumbnail_image': 'https://cdn.mobygames.com/18b03dd6-ab7e-11ed-87ec-02420a00019c.webp', 'width': 320}, {'caption': 'It can be difficult to spot tanks in the dark...', 'height': 200, 'image': 'https://cdn.mobygames.com/screenshots/2363799-robot-tank-atari-2600-it-can-be-difficult-to-spot-tanks-in-the-d.png', 'thumbnail_image': 'https://cdn.mobygames.com/1770f9d8-ab7e-11ed-87ec-02420a00019c.webp', 'width': 320}, {'caption': 'A game in progress', 'height': 200, 'image': 'https://cdn.mobygames.com/screenshots/2363464-robot-tank-atari-2600-a-game-in-progress.png', 'thumbnail_image': 'https://cdn.mobygames.com/167e7406-ab7e-11ed-87ec-02420a00019c.webp', 'width': 320}, {'caption': 'Can you track a tank in the fog?', 'height': 200, 'image': 'https://cdn.mobygames.com/screenshots/2364432-robot-tank-atari-2600-can-you-track-a-tank-in-the-fog.png', 'thumbnail_image': 'https://cdn.mobygames.com/194417c2-ab7e-11ed-87ec-02420a00019c.webp', 'width': 320}]	800	https://cdn.mobygames.com/covers/3888524-robot-tank-atari-2600-front-cover.jpg	['Atari 2600']	https://cdn.mobygames.com/7a2284aa-ab9e-11ed-aecf-02420a000198.webp	586
Skydiver	Sears Tele-Games release: Dare Diver, Turkish title: Hava Komandoları, Atari 2600 US title: Sky Diver, German title, published by Quelle: Vom Himmel durch die Hölle	<p>Sky Diver is an action game for two players. The goal is to score the most points by jumping from a plane, opening your parachute,  and guiding your sky diver safely to a landing pad. The longer you wait to open your parachute, the more points you earn for a successful landing, but don't wait too long or your chute won't open at all! For each jump, there will be varying wind conditions which blow your sky diver off course. A wind sock at the bottom of the screen will help you determine the wind speed and direction so you can compensate. There are nine jumps total, and the player with the most points at the end wins.</p>	9522	Basic Genres: Action, Perspective: Side view, Visual Presentation: Fixed / flip-screen, Gameplay: Arcade, Interface/Control: Direct control	6.3	https://www.mobygames.com/game/9522/skydiver/	21		Windows (2010-07-07), Atari 2600 (1978), Xbox 360 (2010-07-07), Arcade (1978-06), Antstream (2023-08-29), Plex Arcade (2021-01-26)	"[{'caption': 'Title Screen.', 'height': 224, 'image': 'https://cdn.mobygames.com/screenshots/16437653-skydiver-arcade-title-screen.png', 'thumbnail_image': 'https://cdn.mobygames.com/ac04e3b8-c21a-11ed-ab6b-02420a000194.webp', 'width': 256}, {'caption': 'Man has jumped.', 'height': 224, 'image': 'https://cdn.mobygames.com/screenshots/16437659-skydiver-arcade-man-has-jumped.png', 'thumbnail_image': 'https://cdn.mobygames.com/ac334442-c21a-11ed-ab6b-02420a000194.webp', 'width': 256}, {'caption': 'Nice landing.', 'height': 224, 'image': 'https://cdn.mobygames.com/screenshots/16437665-skydiver-arcade-nice-landing.png', 'thumbnail_image': 'https://cdn.mobygames.com/ad514e28-c21a-11ed-ab6b-02420a000194.webp', 'width': 256}, {'caption': ""There's your plane."", 'height': 224, 'image': 'https://cdn.mobygames.com/screenshots/16437656-skydiver-arcade-theres-your-plane.png', 'thumbnail_image': 'https://cdn.mobygames.com/ac1c79c4-c21a-11ed-ab6b-02420a000194.webp', 'width': 256}, {'caption': 'The left player has almost landed', 'height': 200, 'image': 'https://cdn.mobygames.com/screenshots/417860-skydiver-atari-2600-the-left-player-has-almost-landed.png', 'thumbnail_image': 'https://cdn.mobygames.com/ef65300a-ab6c-11ed-9e18-02420a00019a.webp', 'width': 320}]"	800	https://cdn.mobygames.com/covers/3900223-skydiver-atari-2600-front-cover.jpg	['Atari 2600']	https://cdn.mobygames.com/e488b148-ab9e-11ed-b430-02420a0001a0.webp	584
Space Battle	Swedish Intellivision title: Rymdkriget, Atari 2600 title: Space Attack	<p><em>Space Battle</em> is a one player game that pits you against the computer.</p> <p>Five alien fleets of different sizes are attacking your mothership, and it's up to you to defend it using your three squadrons. Alien ships will dodge your attacks and will attack you with photon blasts.</p> <p>There are two game modes; Radar Mode, which is more strategy, and Battle Mode, which is all out action.</p>	8888	Basic Genres: Action, Perspective: 1st-person, Visual Presentation: Fixed / flip-screen, Gameplay: Shooter, Interface/Control: Direct control, Setting: Sci-fi / futuristic	6.2	https://www.mobygames.com/game/8888/space-battle/	22		Windows (2010-11-17), Atari 2600 (1982-07), Intellivision (1979), Xbox 360 (2010-11-17)	[{'caption': 'Shooting saucers...', 'height': 200, 'image': 'https://cdn.mobygames.com/screenshots/449232-space-battle-intellivision-shooting-saucers.png', 'thumbnail_image': 'https://cdn.mobygames.com/2e3bf78c-ab6d-11ed-8e21-02420a00019b.webp', 'width': 320}, {'caption': 'Game over', 'height': 200, 'image': 'https://cdn.mobygames.com/screenshots/450773-space-battle-intellivision-game-over.png', 'thumbnail_image': 'https://cdn.mobygames.com/314708b8-ab6d-11ed-8048-02420a000198.webp', 'width': 320}, {'caption': 'Title screen', 'height': 200, 'image': 'https://cdn.mobygames.com/screenshots/449158-space-battle-intellivision-title-screen.png', 'thumbnail_image': 'https://cdn.mobygames.com/2e17d212-ab6d-11ed-9505-02420a00019c.webp', 'width': 320}, {'caption': 'The tactical map', 'height': 200, 'image': 'https://cdn.mobygames.com/screenshots/453091-space-battle-atari-2600-the-tactical-map.png', 'thumbnail_image': 'https://cdn.mobygames.com/35e9f740-ab6d-11ed-9d05-02420a000198.webp', 'width': 320}, {'caption': 'Destroyed a saucer...', 'height': 200, 'image': 'https://cdn.mobygames.com/screenshots/452600-space-battle-atari-2600-destroyed-a-saucer.png', 'thumbnail_image': 'https://cdn.mobygames.com/34dcd5ac-ab6d-11ed-81e3-02420a000199.webp', 'width': 320}]	800	https://cdn.mobygames.com/covers/4079159-space-battle-intellivision-front-cover.jpg	['Intellivision']	https://cdn.mobygames.com/1770993a-aba5-11ed-aa5a-02420a0001a0.webp	567
Space Cavern		<p>You are the commander of an intergalactic starship on a mission to explore new, strange planets. After landing on a new world and beginning to explore the numerous caverns, you discover the planet is inhabited by the deadly Electrosauri. These creatures can generate lethal electric charges, and are now after you! Using your laser gun, you need to defend yourself from the onslaught of Electrosauri. The deadly creatures can come from above, the left, or the right so be sure to keep an eye on all corners of the screen! There are numerous game variations included which dictate the number of attacking creatures that can appear at a time,  their firing characteristics, and the overall difficulty level.</p> <p>Each time you eliminate a large Electrosauri, you'll gain 115 points, whereas smaller ones hold a value of 165 points. The fast-moving marsupods emerging from caves on both the left and right will grant you 200 points.</p>	9262	Basic Genres: Action, Visual Presentation: Fixed / flip-screen, Gameplay: Arcade, Gameplay: Shooter, Setting: Sci-fi / futuristic	5.7	https://www.mobygames.com/game/9262/space-cavern/	9		Atari 2600 (1981)	[{'caption': 'Running from enemy fire...', 'height': 200, 'image': 'https://cdn.mobygames.com/screenshots/309484-space-cavern-atari-2600-running-from-enemy-fire.png', 'thumbnail_image': 'https://cdn.mobygames.com/13070bba-ab6c-11ed-a5ec-02420a00019b.webp', 'width': 320}, {'caption': 'A game in progress', 'height': 200, 'image': 'https://cdn.mobygames.com/screenshots/309418-space-cavern-atari-2600-a-game-in-progress.png', 'thumbnail_image': 'https://cdn.mobygames.com/12d8eed8-ab6c-11ed-a5ec-02420a00019b.webp', 'width': 320}, {'caption': 'Watch out for that creature coming from the left!', 'height': 200, 'image': 'https://cdn.mobygames.com/screenshots/331622-space-cavern-atari-2600-watch-out-for-that-creature-coming-from-.png', 'thumbnail_image': 'https://cdn.mobygames.com/4269a2a0-ab6c-11ed-9201-02420a00019c.webp', 'width': 320}]	800	https://cdn.mobygames.com/covers/3890142-space-cavern-atari-2600-front-cover.jpg	['Atari 2600']	https://cdn.mobygames.com/89a19600-ab9e-11ed-934f-02420a0001a0.webp	583
Space Invaders	Sidam Italian release: Invasion, Brazilian title: Invasores do Espaço, Working title: Space Monsters	<p>Earth is under attack from rows of bomb-dropping aliens, and you need to defend it! The rows of aliens begin at the top of the screen, and you control a laser cannon at the bottom of the screen. Your goal is to earn points by shooting the aliens before they can land. The aliens march back and forth, and each time the end of the screen is reached they will drop one row closer to the bottom. Shoot them all, and you move on to the next (tougher) level, but if even one of them lands the game is over. From time to time a flying saucer will pass by along the top of the screen; shoot this to earn extra points. Just above your laser cannon are four (or three, depending on the platform played on) shields; these can be used to hide from the alien's bombs, but will also block your own shots. You begin the game with a limited number of laser cannons, and if all of them are bombed the game ends.</p>	8806	Basic Genres: Action, Perspective: Side view, Visual Presentation: Fixed / flip-screen, Gameplay: Arcade, Gameplay: Shooter, Interface/Control: Direct control, Setting: Sci-fi / futuristic	7.3	https://www.mobygames.com/game/8806/space-invaders/	167		Windows 3.x (1997), Game Boy (1990-03-30), NES (1985-04-17), Atari 2600 (1980), Atari 5200 (1982), Atari 8-bit (1980), MSX (1985), J2ME (2003-07), Wii (2009-04-07), iPhone (2009-02-21), Android (2011-02-08), PC-98 (1992-01-31), iPad (2010-07-15), SG-1000 (1985), Arcade (1978), Sharp Zaurus (2001-02-09), Terminal (2002-03), Antstream (2020-03-17), iiRcade (2022-08-05)	[{'caption': 'Beware of the space invaders (S60)', 'height': 208, 'image': 'https://cdn.mobygames.com/screenshots/15796094-space-invaders-j2me-beware-of-the-space-invaders-s60.png', 'thumbnail_image': 'https://cdn.mobygames.com/7f255104-bee9-11ed-9c42-02420a000140.webp', 'width': 176}, {'caption': 'Game in progress', 'height': 480, 'image': 'https://cdn.mobygames.com/screenshots/7471438-space-invaders-windows-3x-game-in-progress.png', 'thumbnail_image': 'https://cdn.mobygames.com/967f8c8a-abf6-11ed-af3d-02420a00012f.webp', 'width': 640}, {'caption': 'Game Over.', 'height': 144, 'image': 'https://cdn.mobygames.com/screenshots/16377425-space-invaders-game-boy-game-over.png', 'thumbnail_image': 'https://cdn.mobygames.com/0dd61af6-c209-11ed-ab6b-02420a000194.webp', 'width': 160}, {'caption': 'Before the title screen.', 'height': 144, 'image': 'https://cdn.mobygames.com/screenshots/16377428-space-invaders-game-boy-before-the-title-screen.png', 'thumbnail_image': 'https://cdn.mobygames.com/0dea71b8-c209-11ed-ab6b-02420a000194.webp', 'width': 160}, {'caption': 'Second low of invader is hit (10 points)', 'height': 240, 'image': 'https://cdn.mobygames.com/screenshots/16386138-space-invaders-msx-second-low-of-invader-is-hit-10-points.png', 'thumbnail_image': 'https://cdn.mobygames.com/624939c2-c20b-11ed-ab6b-02420a000194.webp', 'width': 272}]	800	https://cdn.mobygames.com/covers/4028603-space-invaders-atari-2600-front-cover.jpg	['Atari 2600']	https://cdn.mobygames.com/5598b1b8-aba3-11ed-b6ec-02420a00019b.webp	575
